food_id,name,tags,ingredients,cook_time,img_url,diet,dish_family,soup
121,Shahi tukra,sweet dessert Telangana vegetarian,"Rose water, milk, white bread slices, saffron, almonds",30,,veg,other,"shahi_tukra shahi_tukra shahi_tukra Rose water, milk, white bread slices, saffron, almonds sweet dessert Telangana vegetarian"
122,Vegetable jalfrezi,spicy main course Punjab vegetarian,"Baby corn, french beans, garam masala, ginger, carrot",30,,veg,other,"vegetable_jalfrezi vegetable_jalfrezi vegetable_jalfrezi Baby corn, french beans, garam masala, ginger, carrot spicy main course Punjab vegetarian"
123,Tandoori Chicken,spicy main course Punjab non vegetarian,"Greek yogurt, garam masala, kasuri methi, marinade, mustard oil",30,,non-veg,kebab,"tandoori_chicken tandoori_chicken tandoori_chicken Greek yogurt, garam masala, kasuri methi, marinade, mustard oil spicy main course Punjab non vegetarian"
124,Tandoori Fish Tikka,spicy starter Punjab non vegetarian,"Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper",30,,non-veg,kebab,"tandoori_fish_tikka tandoori_fish_tikka tandoori_fish_tikka Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper spicy starter Punjab non vegetarian"
125,Attu,spicy snack Andhra Pradesh vegetarian,"Whole wheat flour, arhar dal, ginger, kala jeera, green chilli",25,,veg,other,"attu attu attu Whole wheat flour, arhar dal, ginger, kala jeera, green chilli spicy snack Andhra Pradesh vegetarian"
126,Avial,spicy main course Kerala vegetarian,"Raw banana, elephant foot yam, long beans, tindora, urad dal",45,,veg,other,"avial avial avial Raw banana, elephant foot yam, long beans, tindora, urad dal spicy main course Kerala vegetarian"
127,Bisi bele bath,spicy main course Karnataka vegetarian,"Split pigeon peas, chana dal, urad dal, green peas, french beans",45,,veg,other,"bisi_bele_bath bisi_bele_bath bisi_bele_bath Split pigeon peas, chana dal, urad dal, green peas, french beans spicy main course Karnataka vegetarian"
128,Currivepillai sadam ,spicy main course Tamil Nadu vegetarian,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",20,,veg,other,"currivepillai_sadam_ currivepillai_sadam_ currivepillai_sadam_ Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves spicy main course Tamil Nadu vegetarian"
129,Dosa,spicy snack -1 vegetarian,"Chana dal, urad dal, whole urad dal, blend rice, rock salt",90,,veg,south_indian,"dosa dosa dosa Chana dal, urad dal, whole urad dal, blend rice, rock salt spicy snack  vegetarian"
130,Idiappam,spicy snack Tamil Nadu vegetarian,"Rice flour, hot water, grated coconut",30,,veg,other,"idiappam idiappam idiappam Rice flour, hot water, grated coconut spicy snack Tamil Nadu vegetarian"
131,Idli,spicy snack -1 vegetarian,"Split urad dal, urad dal, idli rice, thick poha, rock salt",90,,veg,south_indian,"idli idli idli Split urad dal, urad dal, idli rice, thick poha, rock salt spicy snack  vegetarian"
132,Kanji,-1 snack Kerala vegetarian,"Carrot, yellow mustard, red chilli, black salt",45,,veg,other,"kanji kanji kanji Carrot, yellow mustard, red chilli, black salt snack Kerala vegetarian"
133,Kaara kozhambu,spicy main course Tamil Nadu vegetarian,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",-1,,veg,other,"kaara_kozhambu kaara_kozhambu kaara_kozhambu Sesame oil, drumstick, tamarind paste, sambar powder, tomato spicy main course Tamil Nadu vegetarian"
134,Keerai kootu,spicy main course Tamil Nadu vegetarian,"Moong dal, chana dal, spinach, urad dal, coconut oil",30,,veg,other,"keerai_kootu keerai_kootu keerai_kootu Moong dal, chana dal, spinach, urad dal, coconut oil spicy main course Tamil Nadu vegetarian"
135,Keerai masiyal,spicy main course Tamil Nadu vegetarian,"Urad dal, curry leaves, sugar, mustard seeds, spinach",-1,,veg,other,"keerai_masiyal keerai_masiyal keerai_masiyal Urad dal, curry leaves, sugar, mustard seeds, spinach spicy main course Tamil Nadu vegetarian"
136,Keerai sadam,spicy main course Tamil Nadu vegetarian,"Greens, tomato, mustard seeds, fenugreek seeds",20,,veg,other,"keerai_sadam keerai_sadam keerai_sadam Greens, tomato, mustard seeds, fenugreek seeds spicy main course Tamil Nadu vegetarian"
137,Keerai poriyal,spicy main course Tamil Nadu vegetarian,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",30,,veg,other,"keerai_poriyal keerai_poriyal keerai_poriyal Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili spicy main course Tamil Nadu vegetarian"
138,Beef Fry,spicy main course Kerala non vegetarian,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",60,,non-veg,other,"beef_fry beef_fry beef_fry Beef, coconut, garam masala, curry leaves, green chilies, chili powder spicy main course Kerala non vegetarian"
139,Kootu,spicy main course Tamil Nadu vegetarian,"Chana dal, urad dal, potato, beans, peas",15,,veg,other,"kootu kootu kootu Chana dal, urad dal, potato, beans, peas spicy main course Tamil Nadu vegetarian"
140,Kos kootu,spicy main course Tamil Nadu vegetarian,"Moong dal, chana dal, cabbage, tamarind, curry leaves",20,,veg,other,"kos_kootu kos_kootu kos_kootu Moong dal, chana dal, cabbage, tamarind, curry leaves spicy main course Tamil Nadu vegetarian"
141,Koshambri,spicy main course Karnataka vegetarian,"Moong dal, cucumber, curry leaves, green chili, lemon juice",20,,non-veg,other,"koshambri koshambri koshambri Moong dal, cucumber, curry leaves, green chili, lemon juice spicy main course Karnataka vegetarian"
142,Kothamali sadam,spicy main course Tamil Nadu vegetarian,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",20,,veg,other,"kothamali_sadam kothamali_sadam kothamali_sadam Chana dal, urad dal, gooseberry, raw rice, curry leaves spicy main course Tamil Nadu vegetarian"
143,Kuzhakkattai,spicy main course Tamil Nadu vegetarian,"Sesame oil, raw rice, jaggery, grated coconut",90,,veg,other,"kuzhakkattai kuzhakkattai kuzhakkattai Sesame oil, raw rice, jaggery, grated coconut spicy main course Tamil Nadu vegetarian"
144,Kuzhambu,spicy main course Tamil Nadu vegetarian,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",30,,veg,other,"kuzhambu kuzhambu kuzhambu Pearl onions, urad dal, drumsticks, tomato, curry leaves spicy main course Tamil Nadu vegetarian"
145,Masala Dosa,spicy snack -1 vegetarian,"Chana dal, urad dal, potatoes, idli rice, thick poha",90,,veg,south_indian,"masala_dosa masala_dosa masala_dosa Chana dal, urad dal, potatoes, idli rice, thick poha spicy snack  vegetarian"
146,Pachadi,-1 main course -1 vegetarian,"Coconut oil, cucumber, curd, curry leaves, mustard seeds",25,,veg,other,"pachadi pachadi pachadi Coconut oil, cucumber, curd, curry leaves, mustard seeds main course  vegetarian"
147,Paniyaram,-1 main course Tamil Nadu vegetarian,"Yogurt, ginger, curry leaves, baking soda, green chilli",20,,veg,other,"paniyaram paniyaram paniyaram Yogurt, ginger, curry leaves, baking soda, green chilli main course Tamil Nadu vegetarian"
148,Papadum,spicy snack Kerala vegetarian,"Lentils, black pepper, vegetable oil",5,,veg,other,"papadum papadum papadum Lentils, black pepper, vegetable oil spicy snack Kerala vegetarian"
149,Paravannam,spicy main course Kerala vegetarian,"Raw rice,  jaggery, milk",-1,,veg,other,"paravannam paravannam paravannam Raw rice,  jaggery, milk spicy main course Kerala vegetarian"
150,Payasam,sweet dessert -1 vegetarian,"Rice, cashew nuts, milk, raisins, sugar",30,,veg,dessert,"payasam payasam payasam Rice, cashew nuts, milk, raisins, sugar sweet dessert  vegetarian"
151,Paruppu sadam,-1 main course Tamil Nadu vegetarian,"Arhar dal, sambar powder, tomato, curry leaves, fennel seeds",20,,veg,other,"paruppu_sadam paruppu_sadam paruppu_sadam Arhar dal, sambar powder, tomato, curry leaves, fennel seeds main course Tamil Nadu vegetarian"
152,Pesarattu,spicy snack Andhra Pradesh vegetarian,"Green moong beans, rice flour",20,,veg,other,"pesarattu pesarattu pesarattu Green moong beans, rice flour spicy snack Andhra Pradesh vegetarian"
153,Poriyal,spicy main course Tamil Nadu vegetarian,"Chana dal, urad dal, beans, coconut, mustard",-1,,veg,other,"poriyal poriyal poriyal Chana dal, urad dal, beans, coconut, mustard spicy main course Tamil Nadu vegetarian"
154,Puli sadam,-1 main course Tamil Nadu vegetarian,"Urad dal, lemon, tamarind, cooked rice, curry leaves",20,,veg,other,"puli_sadam puli_sadam puli_sadam Urad dal, lemon, tamarind, cooked rice, curry leaves main course Tamil Nadu vegetarian"
155,Rasam,spicy main course -1 vegetarian,"Tomato, curry leaves, garlic, mustard seeds, hot water",35,,veg,soup,"rasam rasam rasam Tomato, curry leaves, garlic, mustard seeds, hot water spicy main course  vegetarian"
156,Puttu,-1 main course Kerala vegetarian,"Brown rice flour, sugar, grated coconut",40,,veg,other,"puttu puttu puttu Brown rice flour, sugar, grated coconut main course Kerala vegetarian"
157,Sambar,spicy main course -1 vegetarian,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",45,,veg,other,"sambar sambar sambar Pigeon peas, eggplant, drumsticks, sambar powder, tamarind spicy main course  vegetarian"
158,Sandige,-1 main course Karnataka vegetarian,"Thin rice flakes, black sesame seeds, curry leaves",60,,veg,other,"sandige sandige sandige Thin rice flakes, black sesame seeds, curry leaves main course Karnataka vegetarian"
159,Sevai,-1 main course -1 vegetarian,"Sevai, parboiled rice, steamer",30,,veg,other,"sevai sevai sevai Sevai, parboiled rice, steamer main course  vegetarian"
160,Thayir sadam,-1 main course Tamil Nadu vegetarian,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",20,,veg,other,"thayir_sadam thayir_sadam thayir_sadam Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds main course Tamil Nadu vegetarian"
161,Theeyal,-1 main course Kerala vegetarian,"Coconut, whole red beans, masala, sesame oil, tamarind",20,,veg,other,"theeyal theeyal theeyal Coconut, whole red beans, masala, sesame oil, tamarind main course Kerala vegetarian"
162,Uttapam,spicy snack -1 vegetarian,"Chana dal, urad dal, thick poha, tomato, butter",20,,veg,south_indian,"uttapam uttapam uttapam Chana dal, urad dal, thick poha, tomato, butter spicy snack  vegetarian"
163,Vada,spicy snack -1 vegetarian,"Urad dal, ginger, curry leaves, green chilies, black pepper",20,,veg,south_indian,"vada vada vada Urad dal, ginger, curry leaves, green chilies, black pepper spicy snack  vegetarian"
164,Chicken Varuval,spicy main course Tamil Nadu non vegetarian,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon",35,,non-veg,chicken,"chicken_varuval chicken_varuval chicken_varuval Meat curry powder, chicken chunks, ginger, tomato, cinnamon spicy main course Tamil Nadu non vegetarian"
165,Upma,spicy snack -1 vegetarian,"Chana dal, urad dal, ginger, curry leaves, sugar",20,,veg,south_indian,"upma upma upma Chana dal, urad dal, ginger, curry leaves, sugar spicy snack  vegetarian"
166,Amti,spicy main course Maharashtra vegetarian,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",45,,veg,other,"amti amti amti Kala masala, arhar dal, curry leaves, mustard seeds, hot water spicy main course Maharashtra vegetarian"
167,Zunka,spicy main course Maharashtra vegetarian,"Gram flour, mustard, garlic, turmeric, red chilli",25,,veg,other,"zunka zunka zunka Gram flour, mustard, garlic, turmeric, red chilli spicy main course Maharashtra vegetarian"
168,Kolim Jawla,spicy main course Maharashtra non vegetarian,"Baingan, fish, coconut oil, fresh coconut, ginger",-1,,veg,other,"kolim_jawla kolim_jawla kolim_jawla Baingan, fish, coconut oil, fresh coconut, ginger spicy main course Maharashtra non vegetarian"
169,Saath,spicy main course Gujarat vegetarian,"Urad dal, potatoes, wheat flour, sooji",40,,veg,other,"saath saath saath Urad dal, potatoes, wheat flour, sooji spicy main course Gujarat vegetarian"
170,Bajri no rotlo,spicy main course Gujarat vegetarian,"Wheat flour, pearl millet flour, hot water",10,,veg,other,"bajri_no_rotlo bajri_no_rotlo bajri_no_rotlo Wheat flour, pearl millet flour, hot water spicy main course Gujarat vegetarian"
171,Coconut vadi,sweet dessert Maharashtra vegetarian,"Condensed milk, mawa, desiccated coconut, almonds, cashews",30,,veg,other,"coconut_vadi coconut_vadi coconut_vadi Condensed milk, mawa, desiccated coconut, almonds, cashews sweet dessert Maharashtra vegetarian"
172,Bhakri,-1 main course Maharashtra vegetarian,"Jowar flour, sesame seeds",25,,veg,other,"bhakri bhakri bhakri Jowar flour, sesame seeds main course Maharashtra vegetarian"
173,Bombil fry,spicy main course Maharashtra non vegetarian,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",-1,,veg,other,"bombil_fry bombil_fry bombil_fry Bombay duck, malvani masala, rice flour, bombay rava, green chilies spicy main course Maharashtra non vegetarian"
174,Chakali,spicy snack Maharashtra vegetarian,"Rice flour, sesame, plain flour, turmeric, red chilli",40,,veg,other,"chakali chakali chakali Rice flour, sesame, plain flour, turmeric, red chilli spicy snack Maharashtra vegetarian"
175,Chevdo,spicy snack Gujarat vegetarian,"Citric acid, fry, raisins, sugar, chana daal",30,,veg,other,"chevdo chevdo chevdo Citric acid, fry, raisins, sugar, chana daal spicy snack Gujarat vegetarian"
176,Chorafali,spicy snack Gujarat vegetarian,"Urad dal, bengal gram flour, dried mango, baking soda, black salt",15,,veg,other,"chorafali chorafali chorafali Urad dal, bengal gram flour, dried mango, baking soda, black salt spicy snack Gujarat vegetarian"
177,Copra paak,-1 main course Gujarat vegetarian,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",30,,veg,other,"copra_paak copra_paak copra_paak Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut main course Gujarat vegetarian"
178,Daal Dhokli,spicy main course Gujarat vegetarian,"Whole wheat flour, dal, kokum, gur, bengal gram flour",30,,veg,dal,"daal_dhokli daal_dhokli daal_dhokli Whole wheat flour, dal, kokum, gur, bengal gram flour spicy main course Gujarat vegetarian"
179,Kutchi dabeli,spicy snack Gujarat vegetarian,"Pav, aloo, peanut, pomegranate, star anise",10,,veg,other,"kutchi_dabeli kutchi_dabeli kutchi_dabeli Pav, aloo, peanut, pomegranate, star anise spicy snack Gujarat vegetarian"
180,Dahi vada,-1 snack Maharashtra vegetarian,"Urad dal, bhuna chana, garam masala, dates, tamarind",30,,veg,south_indian,"dahi_vada dahi_vada dahi_vada Urad dal, bhuna chana, garam masala, dates, tamarind snack Maharashtra vegetarian"
181,Dalithoy,-1 main course Maharashtra vegetarian,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",20,,veg,dal,"dalithoy dalithoy dalithoy Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli main course Maharashtra vegetarian"
182,Dhokla,spicy snack Gujarat vegetarian,"Rava, coconut, gram flour, mustard, sesame",20,,veg,other,"dhokla dhokla dhokla Rava, coconut, gram flour, mustard, sesame spicy snack Gujarat vegetarian"
183,Dudhi halwa,sweet dessert Gujarat vegetarian,"Bottle gourd, green, raisins, sugar, clarified butter",30,,veg,dessert,"dudhi_halwa dudhi_halwa dudhi_halwa Bottle gourd, green, raisins, sugar, clarified butter sweet dessert Gujarat vegetarian"
184,Gatta curry,spicy main course Rajasthan vegetarian,"Yogurt, besan, sauce, garam masala powder, gram flour",20,,veg,curry,"gatta_curry gatta_curry gatta_curry Yogurt, besan, sauce, garam masala powder, gram flour spicy main course Rajasthan vegetarian"
185,Gud papdi,sweet dessert Gujarat vegetarian,"Wheat flour, jaggery, clarified butter, sliced almonds",20,,veg,other,"gud_papdi gud_papdi gud_papdi Wheat flour, jaggery, clarified butter, sliced almonds sweet dessert Gujarat vegetarian"
186,Ghooghra,spicy snack Gujarat vegetarian,"Dry fruits, semolina, all purpose flour",-1,,veg,other,"ghooghra ghooghra ghooghra Dry fruits, semolina, all purpose flour spicy snack Gujarat vegetarian"
187,Handwo,spicy snack Gujarat vegetarian,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",30,,veg,other,"handwo handwo handwo Bottle gourd, chana dal, cabbage, urad dal, toor dal spicy snack Gujarat vegetarian"
188,Halvasan,sweet dessert Gujarat vegetarian,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",-1,,veg,other,"halvasan halvasan halvasan Whole wheat rava, chia seed, lemon, edible gum, litre milk sweet dessert Gujarat vegetarian"
189,Jeera Aloo,spicy main course Gujarat vegetarian,"Green chilies, lemon juice, chili powder, boiled potatoes",30,,veg,other,"jeera_aloo jeera_aloo jeera_aloo Green chilies, lemon juice, chili powder, boiled potatoes spicy main course Gujarat vegetarian"
190,Kansar,-1 main course Gujarat vegetarian,"Wheat flour, cashews, rapeseed oil",40,,veg,other,"kansar kansar kansar Wheat flour, cashews, rapeseed oil main course Gujarat vegetarian"
191,Keri no ras,sour main course Gujarat vegetarian,"Mango, sugar",10,,veg,other,"keri_no_ras keri_no_ras keri_no_ras Mango, sugar sour main course Gujarat vegetarian"
192,Khakhra,spicy snack Gujarat vegetarian,"Whole wheat flour, low fat, bengal gram flour",40,,veg,other,"khakhra khakhra khakhra Whole wheat flour, low fat, bengal gram flour spicy snack Gujarat vegetarian"
193,Khandvi,spicy snack Gujarat vegetarian,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",45,,veg,other,"khandvi khandvi khandvi Green chili paste, white sesame seeds, gram flour, curry leaves, green chili spicy snack Gujarat vegetarian"
194,Kombdi vade,spicy snack Maharashtra vegetarian,"Rice flour, urad dal, wheat flour, gram flour, turmeric",25,,veg,other,"kombdi_vade kombdi_vade kombdi_vade Rice flour, urad dal, wheat flour, gram flour, turmeric spicy snack Maharashtra vegetarian"
195,Laapsi,spicy main course Madhya Pradesh vegetarian,"Cinnamon, jaggery, clarified butter, dry roasted",40,,veg,other,"laapsi laapsi laapsi Cinnamon, jaggery, clarified butter, dry roasted spicy main course Madhya Pradesh vegetarian"
196,Koshimbir,spicy main course Maharashtra vegetarian,"Cucumber, carrot, tomatoes, cilantro",10,,veg,other,"koshimbir koshimbir koshimbir Cucumber, carrot, tomatoes, cilantro spicy main course Maharashtra vegetarian"
197,Methi na Gota,bitter main course Gujarat vegetarian,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",30,,veg,other,"methi_na_gota methi_na_gota methi_na_gota Rava, gram flour, lemon juice, turmeric, fenugreek leaves bitter main course Gujarat vegetarian"
198,Mohanthal,sweet dessert Gujarat vegetarian,"Rose water, pistachio, badam, bengal gram flour, saffron",45,,veg,other,"mohanthal mohanthal mohanthal Rose water, pistachio, badam, bengal gram flour, saffron sweet dessert Gujarat vegetarian"
199,Muthiya,bitter snack Gujarat vegetarian,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",30,,veg,other,"muthiya muthiya muthiya Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour bitter snack Gujarat vegetarian"
200,Patra,spicy snack Gujarat vegetarian,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",40,,veg,other,"patra patra patra Arbi ke patte, sesame seeds, gur, bengal gram flour, imli spicy snack Gujarat vegetarian"
201,Pav Bhaji,spicy main course Maharashtra vegetarian,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",40,,veg,snack,"pav_bhaji pav_bhaji pav_bhaji Pav bhaji masala, gobi, potatoes, green peas, dinner rolls spicy main course Maharashtra vegetarian"
202,Puri Bhaji,spicy main course Maharashtra vegetarian,"Aloo, urad dal, mustard, ginger, curry leaves",30,,veg,bread,"puri_bhaji puri_bhaji puri_bhaji Aloo, urad dal, mustard, ginger, curry leaves spicy main course Maharashtra vegetarian"
203,Sabudana Khichadi,spicy snack Maharashtra vegetarian,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",30,,veg,other,"sabudana_khichadi sabudana_khichadi sabudana_khichadi Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili spicy snack Maharashtra vegetarian"
204,Sev khamani,spicy main course Gujarat vegetarian,"Khaman, pomegranate, sev, powdered sugar, garlic",30,,veg,other,"sev_khamani sev_khamani sev_khamani Khaman, pomegranate, sev, powdered sugar, garlic spicy main course Gujarat vegetarian"
205,Sev tameta,spicy main course Gujarat vegetarian,"Sev, ginger, tomato, sugar",30,,veg,other,"sev_tameta sev_tameta sev_tameta Sev, ginger, tomato, sugar spicy main course Gujarat vegetarian"
206,Namakpara,spicy snack Gujarat vegetarian,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",35,,veg,other,"namakpara namakpara namakpara Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil spicy snack Gujarat vegetarian"
207,Sukhdi,sweet dessert Maharashtra vegetarian,"Whole wheat flour, gur, clarified butter",20,,veg,other,"sukhdi sukhdi sukhdi Whole wheat flour, gur, clarified butter sweet dessert Maharashtra vegetarian"
208,Surnoli,spicy snack Maharashtra vegetarian,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",10,,veg,other,"surnoli surnoli surnoli Rice flakes, yogurt, raw rice, jaggery, grated coconut spicy snack Maharashtra vegetarian"
209,Thalipeeth,spicy main course Maharashtra vegetarian,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",30,,veg,other,"thalipeeth thalipeeth thalipeeth Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds spicy main course Maharashtra vegetarian"
210,Undhiyu,spicy main course Gujarat vegetarian,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",60,,veg,other,"undhiyu undhiyu undhiyu Sweet potato, surti papdi, baby potatoes, valor papdi, green peas spicy main course Gujarat vegetarian"
211,Veg Kolhapuri,spicy main course Maharashtra vegetarian,"Gobi, potato, beans, khus khus, coconut",30,,veg,bread,"veg_kolhapuri veg_kolhapuri veg_kolhapuri Gobi, potato, beans, khus khus, coconut spicy main course Maharashtra vegetarian"
212,Vindaloo,spicy main course Goa non vegetarian,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",40,,veg,dal,"vindaloo vindaloo vindaloo Chicken, coconut oil, wine vinegar, ginger, green, cinnamon spicy main course Goa non vegetarian"
213,Lilva Kachori,spicy snack Gujarat vegetarian,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",6,,veg,other,"lilva_kachori lilva_kachori lilva_kachori Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour spicy snack Gujarat vegetarian"
214,Mag Dhokli,spicy snack Gujarat vegetarian,"Moong beans, jaggery, red chillies, oil, salt",-1,,veg,other,"mag_dhokli mag_dhokli mag_dhokli Moong beans, jaggery, red chillies, oil, salt spicy snack Gujarat vegetarian"
215,Khichu,spicy snack Gujarat vegetarian,"Rice flour, sesame seeds, baking soda, peanut oil",10,,veg,other,"khichu khichu khichu Rice flour, sesame seeds, baking soda, peanut oil spicy snack Gujarat vegetarian"
216,Thepla,spicy snack Gujarat vegetarian,"Chickpea flour, methi leaves, jowar flour, wheat flour",30,,veg,other,"thepla thepla thepla Chickpea flour, methi leaves, jowar flour, wheat flour spicy snack Gujarat vegetarian"
217,Farsi Puri,-1 snack Gujarat vegetarian,"Semolina, clarified butter, oil, white flour, black pepper",-1,,veg,bread,"farsi_puri farsi_puri farsi_puri Semolina, clarified butter, oil, white flour, black pepper snack Gujarat vegetarian"
218,Khaman,spicy snack Gujarat vegetarian,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",20,,veg,other,"khaman khaman khaman Yogurt, fresh coconut, sesame seeds, semolina, gram flour spicy snack Gujarat vegetarian"
219,Turiya Patra Vatana sabji,spicy main course Gujarat vegetarian,"Ridge gourd, baking soda, sugar, grated coconut, peas",40,,veg,other,"turiya_patra_vatana_sabji turiya_patra_vatana_sabji turiya_patra_vatana_sabji Ridge gourd, baking soda, sugar, grated coconut, peas spicy main course Gujarat vegetarian"
220,Churma Ladoo,sweet dessert Rajasthan vegetarian,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",40,,veg,dessert,"churma_ladoo churma_ladoo churma_ladoo Whole wheat flour, khus khus, sesame seeds, dry coconut, gur sweet dessert Rajasthan vegetarian"
221,Cheera Doi,sweet dessert West Bengal vegetarian,"Rice, mango, curd",-1,,veg,other,"cheera_doi cheera_doi cheera_doi Rice, mango, curd sweet dessert West Bengal vegetarian"
222,Gheela Pitha,sweet dessert Assam vegetarian,"Sticky rice, rice flour, jaggery, orange rind",30,,veg,other,"gheela_pitha gheela_pitha gheela_pitha Sticky rice, rice flour, jaggery, orange rind sweet dessert Assam vegetarian"
223,Khar,-1 main course Assam vegetarian,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",20,,veg,other,"khar khar khar Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds main course Assam vegetarian"
224,Kumol Sawul,spicy main course Assam non vegetarian,"Rice, eggs, carrot, beetroot",-1,,veg,other,"kumol_sawul kumol_sawul kumol_sawul Rice, eggs, carrot, beetroot spicy main course Assam non vegetarian"
225,Luchi,-1 main course West Bengal vegetarian,"Maida, vegetable oil",30,,veg,other,"luchi luchi luchi Maida, vegetable oil main course West Bengal vegetarian"
226,Alu Pitika,spicy main course Assam non vegetarian,"Potatoes, mustard oil, fish, green chillies",20,,veg,other,"alu_pitika alu_pitika alu_pitika Potatoes, mustard oil, fish, green chillies spicy main course Assam non vegetarian"
227,Masor tenga,spicy main course Assam non vegetarian,"Ridge gourd, fish, lemon, tomatoes, mustard oil",25,,veg,other,"masor_tenga masor_tenga masor_tenga Ridge gourd, fish, lemon, tomatoes, mustard oil spicy main course Assam non vegetarian"
228,Bengena Pitika,-1 main course Assam vegetarian,"Brinjal, onions, salt, sesame seeds, coriander",-1,,veg,other,"bengena_pitika bengena_pitika bengena_pitika Brinjal, onions, salt, sesame seeds, coriander main course Assam vegetarian"
229,Bilahi Maas,-1 main course Assam non vegetarian,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",20,,veg,other,"bilahi_maas bilahi_maas bilahi_maas Potatoes, garam masala, tomatoes, mustard oil, bay leaf main course Assam non vegetarian"
230,Black rice,-1 main course Manipur non vegetarian,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",-1,,veg,rice,"black_rice black_rice black_rice Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder main course Manipur non vegetarian"
231,Bora Sawul,spicy main course Assam vegetarian,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",-1,,veg,other,"bora_sawul bora_sawul bora_sawul Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds spicy main course Assam vegetarian"
232,Brown Rice,-1 main course -1 vegetarian,"Brown rice, soy sauce, olive oil",25,,veg,rice,"brown_rice brown_rice brown_rice Brown rice, soy sauce, olive oil main course  vegetarian"
233,Chingri malai curry,spicy main course West Bengal non vegetarian,"Coconut milk, lobster, fresh green chilli, ginger, red onion",40,,veg,curry,"chingri_malai_curry chingri_malai_curry chingri_malai_curry Coconut milk, lobster, fresh green chilli, ginger, red onion spicy main course West Bengal non vegetarian"
234,Goja,sweet dessert West Bengal vegetarian,"Baking soda, clarified butter, oil, all purpose flour",60,,veg,other,"goja goja goja Baking soda, clarified butter, oil, all purpose flour sweet dessert West Bengal vegetarian"
235,Hando Guri,sweet dessert Assam vegetarian,"Jaggery, raisins",-1,,veg,other,"hando_guri hando_guri hando_guri Jaggery, raisins sweet dessert Assam vegetarian"
236,Haq Maas,spicy main course Assam non vegetarian,"Lamb, garam masala powder, curd, turmeric, bay leaf",40,,veg,other,"haq_maas haq_maas haq_maas Lamb, garam masala powder, curd, turmeric, bay leaf spicy main course Assam non vegetarian"
237,Chingri Bhape,-1 main course West Bengal non vegetarian,"Coconut, prawns, curd, mustard seed, green chili",30,,veg,other,"chingri_bhape chingri_bhape chingri_bhape Coconut, prawns, curd, mustard seed, green chili main course West Bengal non vegetarian"
238,Kabiraji,spicy main course West Bengal non vegetarian,"Fish fillet, besan, lemon, mint, ginger",-1,,veg,other,"kabiraji kabiraji kabiraji Fish fillet, besan, lemon, mint, ginger spicy main course West Bengal non vegetarian"
